id,new_house_transaction_amount
2021 Apr_sector 65,59024.84
2021 Apr_sector 66,28678.86
2021 Apr_sector 67,4938.6
2021 Apr_sector 68,27968.02
2021 Apr_sector 69,6545.34
2021 Apr_sector 70,3367.41
2021 Apr_sector 71,81856.54
2021 Apr_sector 72,4311.18
2021 Apr_sector 73,22717.02
2021 Apr_sector 74,1853.62
2021 Apr_sector 75,2205.68
2021 Apr_sector 76,10617.54
2021 Apr_sector 77,11856.89
2021 Apr_sector 78,0.0
2021 Apr_sector 79,12028.92
2021 Apr_sector 80,185995.7
2021 Apr_sector 81,2400.11
2021 Apr_sector 82,1006.64
2021 Apr_sector 83,86837.69
2021 Apr_sector 84,27397.56
2021 Apr_sector 85,198611.85
2021 Apr_sector 86,221199.34
2021 Apr_sector 87,0.0
2021 Apr_sector 88,36911.95
2021 Apr_sector 89,409.36
2021 Apr_sector 90,0.0
2021 Apr_sector 91,46331.27
2021 Apr_sector 92,41483.36
2021 Apr_sector 93,70781.88
2021 Apr_sector 94,57878.81
2021 Apr_sector 95,0.0
2021 Apr_sector 96,0.0
2021 May_sector 1,121427.16
2021 May_sector 2,15415.25
2021 May_sector 3,0.0
2021 May_sector 4,74260.5
2021 May_sector 5,451.88
2021 May_sector 6,72695.45
2021 May_sector 7,2582.21
2021 May_sector 8,5469.67
2021 May_sector 9,0.0
2021 May_sector 10,1618.31
2021 May_sector 11,6863.39
2021 May_sector 12,6299.56
2021 May_sector 13,69778.57
2021 May_sector 14,6102.85
2021 May_sector 15,0.0
2021 May_sector 16,87281.33
2021 May_sector 17,1057.82
2021 May_sector 18,8039.6
2021 May_sector 19,0.0
2021 May_sector 20,64099.14
2021 May_sector 21,6330.24
2021 May_sector 22,51709.77
2021 May_sector 23,22851.12
2021 May_sector 24,34399.33
2021 May_sector 25,62275.96
2021 May_sector 26,31676.0
2021 May_sector 27,10986.62
2021 May_sector 28,45609.83
2021 May_sector 29,45106.75
2021 May_sector 30,29403.28
2021 May_sector 31,97752.44
2021 May_sector 32,0.0
2021 May_sector 33,5190.46
2021 May_sector 34,22338.89
2021 May_sector 35,63573.56
2021 May_sector 36,21931.41
2021 May_sector 37,11100.81
2021 May_sector 38,254609.49
2021 May_sector 39,0.0
2021 May_sector 40,0.0
2021 May_sector 41,466.62
2021 May_sector 42,47663.38
2021 May_sector 43,78422.22
2021 May_sector 44,45294.96
2021 May_sector 45,42398.5
2021 May_sector 46,16815.29
2021 May_sector 47,116661.65
2021 May_sector 48,40339.72
2021 May_sector 49,176.43
2021 May_sector 50,52729.2
2021 May_sector 51,113559.61
2021 May_sector 52,0.0
2021 May_sector 53,0.0
2021 May_sector 54,49267.54
2021 May_sector 55,249194.36
2021 May_sector 56,15370.3
2021 May_sector 57,95040.61
2021 May_sector 58,155.76
2021 May_sector 59,26279.55
2021 May_sector 60,20902.29
2021 May_sector 61,50549.19
2021 May_sector 62,2459.9
2021 May_sector 63,8989.85
2021 May_sector 64,4804.61
2021 May_sector 65,48055.73
2021 May_sector 66,5424.73
2021 May_sector 67,3469.21
2021 May_sector 68,30287.98
2021 May_sector 69,4054.64
2021 May_sector 70,2479.12
2021 May_sector 71,44022.9
2021 May_sector 72,1576.77
2021 May_sector 73,11858.82
2021 May_sector 74,0.0
2021 May_sector 75,2186.5
2021 May_sector 76,21549.41
2021 May_sector 77,52000.71
2021 May_sector 78,1862.29
2021 May_sector 79,13574.21
2021 May_sector 80,109226.14
2021 May_sector 81,3491.77
2021 May_sector 82,2611.76
2021 May_sector 83,92402.72
2021 May_sector 84,26538.8
2021 May_sector 85,253610.05
2021 May_sector 86,213520.19
2021 May_sector 87,673.35
2021 May_sector 88,28427.83
2021 May_sector 89,0.0
2021 May_sector 90,0.0
2021 May_sector 91,22495.32
2021 May_sector 92,64922.13
2021 May_sector 93,51872.86
2021 May_sector 94,71280.59
2021 May_sector 95,0.0
2021 May_sector 96,0.0
2021 Jun_sector 1,225333.13
2021 Jun_sector 2,14976.7
2021 Jun_sector 3,0.0
2021 Jun_sector 4,90739.66
2021 Jun_sector 5,0.0
2021 Jun_sector 6,64071.16
2021 Jun_sector 7,51405.65
2021 Jun_sector 8,8973.57
2021 Jun_sector 9,12397.37
2021 Jun_sector 10,232.71
2021 Jun_sector 11,7255.58
2021 Jun_sector 12,5150.61
2021 Jun_sector 13,53898.45
2021 Jun_sector 14,2918.45
2021 Jun_sector 15,0.0
2021 Jun_sector 16,22196.91
2021 Jun_sector 17,1359.74
2021 Jun_sector 18,14467.34
2021 Jun_sector 19,0.0
2021 Jun_sector 20,52072.1
2021 Jun_sector 21,5436.25
2021 Jun_sector 22,5001.9
2021 Jun_sector 23,17082.13
2021 Jun_sector 24,43979.65
2021 Jun_sector 25,37999.5
2021 Jun_sector 26,26272.51
2021 Jun_sector 27,14017.22
2021 Jun_sector 28,9712.54
2021 Jun_sector 29,37597.82
2021 Jun_sector 30,50962.3
2021 Jun_sector 31,30355.8
2021 Jun_sector 32,0.0
2021 Jun_sector 33,803.45
2021 Jun_sector 34,30239.79
2021 Jun_sector 35,48226.77
2021 Jun_sector 36,22700.79
2021 Jun_sector 37,31040.81
2021 Jun_sector 38,144706.3
2021 Jun_sector 39,1761.02
2021 Jun_sector 40,0.0
2021 Jun_sector 41,0.0
2021 Jun_sector 42,22586.91
2021 Jun_sector 43,49055.32
2021 Jun_sector 44,20247.91
2021 Jun_sector 45,33060.33
2021 Jun_sector 46,8181.7
2021 Jun_sector 47,40954.61
2021 Jun_sector 48,31376.56
2021 Jun_sector 49,731.14
2021 Jun_sector 50,28959.63
2021 Jun_sector 51,68126.5
2021 Jun_sector 52,0.0
2021 Jun_sector 53,0.0
2021 Jun_sector 54,33354.75
2021 Jun_sector 55,187176.09
2021 Jun_sector 56,3814.61
2021 Jun_sector 57,35888.2
2021 Jun_sector 58,0.0
2021 Jun_sector 59,22799.68
2021 Jun_sector 60,28027.02
2021 Jun_sector 61,74988.05
2021 Jun_sector 62,2767.39
2021 Jun_sector 63,2974.13
2021 Jun_sector 64,2791.23
2021 Jun_sector 65,36585.94
2021 Jun_sector 66,322487.15
2021 Jun_sector 67,7283.89
2021 Jun_sector 68,18952.27
2021 Jun_sector 69,3793.4
2021 Jun_sector 70,2141.9
2021 Jun_sector 71,24161.33
2021 Jun_sector 72,374.47
2021 Jun_sector 73,17427.79
2021 Jun_sector 74,1463.94
2021 Jun_sector 75,784.98
2021 Jun_sector 76,13963.84
2021 Jun_sector 77,12307.42
2021 Jun_sector 78,0.0
2021 Jun_sector 79,22207.87
2021 Jun_sector 80,87550.26
2021 Jun_sector 81,2071.75
2021 Jun_sector 82,1823.95
2021 Jun_sector 83,41493.77
2021 Jun_sector 84,31162.03
2021 Jun_sector 85,129910.79
2021 Jun_sector 86,118050.22
2021 Jun_sector 87,0.0
2021 Jun_sector 88,39259.0
2021 Jun_sector 89,0.0
2021 Jun_sector 90,0.0
2021 Jun_sector 91,23165.95
2021 Jun_sector 92,37625.01
2021 Jun_sector 93,26604.68
2021 Jun_sector 94,32444.42
2021 Jun_sector 95,0.0
2021 Jun_sector 96,0.0
2021 Jul_sector 1,99181.39
2021 Jul_sector 2,11823.82
2021 Jul_sector 3,0.0
2021 Jul_sector 4,91556.37
2021 Jul_sector 5,1863.69
2021 Jul_sector 6,85108.47
2021 Jul_sector 7,27084.88
2021 Jul_sector 8,8481.52
2021 Jul_sector 9,12165.55
2021 Jul_sector 10,0.0
2021 Jul_sector 11,5149.23
2021 Jul_sector 12,3164.93
2021 Jul_sector 13,46843.95
2021 Jul_sector 14,1089.49
2021 Jul_sector 15,0.0
2021 Jul_sector 16,18710.38
2021 Jul_sector 17,10121.98
2021 Jul_sector 18,23334.51
2021 Jul_sector 19,0.0
2021 Jul_sector 20,34745.58
2021 Jul_sector 21,6456.28
2021 Jul_sector 22,0.0
2021 Jul_sector 23,24215.76
2021 Jul_sector 24,19046.02
2021 Jul_sector 25,55504.71
2021 Jul_sector 26,30277.07
2021 Jul_sector 27,16256.36
2021 Jul_sector 28,9785.01
2021 Jul_sector 29,24486.94
2021 Jul_sector 30,29831.59
2021 Jul_sector 31,33785.44
2021 Jul_sector 32,0.0
2021 Jul_sector 33,7861.85
2021 Jul_sector 34,19385.22
2021 Jul_sector 35,55264.78
2021 Jul_sector 36,16720.72
2021 Jul_sector 37,49321.4
2021 Jul_sector 38,23513.72
2021 Jul_sector 39,0.0
2021 Jul_sector 40,0.0
2021 Jul_sector 41,0.0
2021 Jul_sector 42,15109.81
2021 Jul_sector 43,113881.43
2021 Jul_sector 44,60763.46
2021 Jul_sector 45,22948.66
2021 Jul_sector 46,13369.88
2021 Jul_sector 47,93362.0
2021 Jul_sector 48,29592.13
2021 Jul_sector 49,0.0
2021 Jul_sector 50,26864.16
2021 Jul_sector 51,52053.77
2021 Jul_sector 52,0.0
2021 Jul_sector 53,0.0
2021 Jul_sector 54,50033.42
2021 Jul_sector 55,201492.02
2021 Jul_sector 56,17162.03
2021 Jul_sector 57,37168.97
2021 Jul_sector 58,0.0
2021 Jul_sector 59,15220.64
2021 Jul_sector 60,37005.99
2021 Jul_sector 61,88176.69
2021 Jul_sector 62,22047.15
2021 Jul_sector 63,12172.23
2021 Jul_sector 64,12126.38
2021 Jul_sector 65,29528.71
2021 Jul_sector 66,82119.82
2021 Jul_sector 67,9211.07
2021 Jul_sector 68,14063.25
2021 Jul_sector 69,10328.08
2021 Jul_sector 70,2205.08
2021 Jul_sector 71,33105.46
2021 Jul_sector 72,1415.37
2021 Jul_sector 73,2199.83
2021 Jul_sector 74,824.63
2021 Jul_sector 75,2012.15
2021 Jul_sector 76,44641.62
2021 Jul_sector 77,19090.08
2021 Jul_sector 78,0.0
2021 Jul_sector 79,64790.67
2021 Jul_sector 80,70341.95
2021 Jul_sector 81,2377.48
2021 Jul_sector 82,0.0
2021 Jul_sector 83,50538.84
2021 Jul_sector 84,11821.99
2021 Jul_sector 85,190898.32
2021 Jul_sector 86,209736.63
2021 Jul_sector 87,607.15
2021 Jul_sector 88,41475.6
2021 Jul_sector 89,0.0
2021 Jul_sector 90,0.0
2021 Jul_sector 91,3242.86
2021 Jul_sector 92,33762.39
2021 Jul_sector 93,13127.96
2021 Jul_sector 94,37948.75
2021 Jul_sector 95,0.0
2021 Jul_sector 96,0.0
