id,new_house_transaction_amount
2024 Apr_sector 64,25323.92
2024 Apr_sector 65,15603.29
2024 Apr_sector 66,33790.67
2024 Apr_sector 67,7183.84
2024 Apr_sector 68,13568.62
2024 Apr_sector 69,1167.92
2024 Apr_sector 70,833.02
2024 Apr_sector 71,8071.28
2024 Apr_sector 72,99.92
2024 Apr_sector 73,0.0
2024 Apr_sector 74,0.0
2024 Apr_sector 75,157.74
2024 Apr_sector 76,29918.2
2024 Apr_sector 77,105522.36
2024 Apr_sector 78,13443.22
2024 Apr_sector 79,36977.74
2024 Apr_sector 80,28878.42
2024 Apr_sector 81,18196.07
2024 Apr_sector 82,0.0
2024 Apr_sector 83,58535.38
2024 Apr_sector 84,5050.69
2024 Apr_sector 85,115694.08
2024 Apr_sector 86,31414.74
2024 Apr_sector 87,0.0
2024 Apr_sector 88,3111.67
2024 Apr_sector 89,2304.11
2024 Apr_sector 90,9620.56
2024 Apr_sector 91,11058.64
2024 Apr_sector 92,28710.57
2024 Apr_sector 93,13961.77
2024 Apr_sector 94,18301.26
2024 Apr_sector 95,0.0
2024 Apr_sector 96,0.0
2024 May_sector 1,4229.4
2024 May_sector 2,3833.23
2024 May_sector 3,1013.37
2024 May_sector 4,71032.65
2024 May_sector 5,500.49
2024 May_sector 6,17662.61
2024 May_sector 7,5503.58
2024 May_sector 8,2653.4
2024 May_sector 9,6260.85
2024 May_sector 10,54442.73
2024 May_sector 11,3909.29
2024 May_sector 12,312.98
2024 May_sector 13,1136.63
2024 May_sector 14,15804.29
2024 May_sector 15,128166.19
2024 May_sector 16,62713.45
2024 May_sector 17,1732.02
2024 May_sector 18,23939.38
2024 May_sector 19,0.0
2024 May_sector 20,2901.13
2024 May_sector 21,22163.84
2024 May_sector 22,20673.48
2024 May_sector 23,43196.64
2024 May_sector 24,69037.94
2024 May_sector 25,30741.22
2024 May_sector 26,0.0
2024 May_sector 27,11816.03
2024 May_sector 28,25727.7
2024 May_sector 29,29620.11
2024 May_sector 30,40994.54
2024 May_sector 31,8369.81
2024 May_sector 32,139923.39
2024 May_sector 33,2516.31
2024 May_sector 34,70632.12
2024 May_sector 35,7958.21
2024 May_sector 36,86219.16
2024 May_sector 37,18517.18
2024 May_sector 38,144143.47
2024 May_sector 39,0.0
2024 May_sector 40,32717.01
2024 May_sector 41,0.0
2024 May_sector 42,4820.58
2024 May_sector 43,25306.12
2024 May_sector 44,0.0
2024 May_sector 45,18076.98
2024 May_sector 46,8525.34
2024 May_sector 47,17214.38
2024 May_sector 48,18699.01
2024 May_sector 49,0.0
2024 May_sector 50,15100.1
2024 May_sector 51,23481.11
2024 May_sector 52,0.0
2024 May_sector 53,1844.29
2024 May_sector 54,53595.85
2024 May_sector 55,90223.49
2024 May_sector 56,3283.69
2024 May_sector 57,24479.11
2024 May_sector 58,251.97
2024 May_sector 59,11668.69
2024 May_sector 60,17299.11
2024 May_sector 61,105379.06
2024 May_sector 62,11052.98
2024 May_sector 63,13745.0
2024 May_sector 64,23708.36
2024 May_sector 65,15102.87
2024 May_sector 66,39061.9
2024 May_sector 67,4554.23
2024 May_sector 68,24124.34
2024 May_sector 69,2285.41
2024 May_sector 70,1196.85
2024 May_sector 71,7590.96
2024 May_sector 72,0.0
2024 May_sector 73,403.55
2024 May_sector 74,0.0
2024 May_sector 75,0.0
2024 May_sector 76,23596.95
2024 May_sector 77,64952.17
2024 May_sector 78,26187.2
2024 May_sector 79,54796.17
2024 May_sector 80,17678.65
2024 May_sector 81,16480.21
2024 May_sector 82,204.44
2024 May_sector 83,79786.92
2024 May_sector 84,4888.82
2024 May_sector 85,113103.5
2024 May_sector 86,48900.59
2024 May_sector 87,0.0
2024 May_sector 88,3594.45
2024 May_sector 89,0.0
2024 May_sector 90,7302.71
2024 May_sector 91,19585.34
2024 May_sector 92,28258.65
2024 May_sector 93,15912.65
2024 May_sector 94,18053.83
2024 May_sector 95,0.0
2024 May_sector 96,0.0
2024 Jun_sector 1,19445.53
2024 Jun_sector 2,16514.18
2024 Jun_sector 3,8205.64
2024 Jun_sector 4,98927.05
2024 Jun_sector 5,7173.01
2024 Jun_sector 6,19212.67
2024 Jun_sector 7,7392.0
2024 Jun_sector 8,2668.13
2024 Jun_sector 9,8505.78
2024 Jun_sector 10,77559.46
2024 Jun_sector 11,3690.76
2024 Jun_sector 12,205.25
2024 Jun_sector 13,1942.25
2024 Jun_sector 14,19689.92
2024 Jun_sector 15,159672.83
2024 Jun_sector 16,174456.56
2024 Jun_sector 17,388.65
2024 Jun_sector 18,36471.98
2024 Jun_sector 19,619.57
2024 Jun_sector 20,9425.96
2024 Jun_sector 21,32426.39
2024 Jun_sector 22,54092.17
2024 Jun_sector 23,50667.25
2024 Jun_sector 24,100706.52
2024 Jun_sector 25,29211.33
2024 Jun_sector 26,573.8
2024 Jun_sector 27,8931.75
2024 Jun_sector 28,27448.22
2024 Jun_sector 29,44136.34
2024 Jun_sector 30,24609.19
2024 Jun_sector 31,8611.17
2024 Jun_sector 32,272474.46
2024 Jun_sector 33,0.0
2024 Jun_sector 34,104073.02
2024 Jun_sector 35,19609.35
2024 Jun_sector 36,219513.2
2024 Jun_sector 37,4691.19
2024 Jun_sector 38,126933.04
2024 Jun_sector 39,0.0
2024 Jun_sector 40,16917.32
2024 Jun_sector 41,0.0
2024 Jun_sector 42,2286.26
2024 Jun_sector 43,9660.49
2024 Jun_sector 44,12330.15
2024 Jun_sector 45,26024.7
2024 Jun_sector 46,6751.84
2024 Jun_sector 47,20364.19
2024 Jun_sector 48,27032.18
2024 Jun_sector 49,0.0
2024 Jun_sector 50,27848.39
2024 Jun_sector 51,27227.69
2024 Jun_sector 52,0.0
2024 Jun_sector 53,248.78
2024 Jun_sector 54,89532.87
2024 Jun_sector 55,126508.18
2024 Jun_sector 56,2471.42
2024 Jun_sector 57,28687.93
2024 Jun_sector 58,392.73
2024 Jun_sector 59,30848.37
2024 Jun_sector 60,11374.99
2024 Jun_sector 61,160324.57
2024 Jun_sector 62,12735.32
2024 Jun_sector 63,8669.26
2024 Jun_sector 64,21483.56
2024 Jun_sector 65,14814.69
2024 Jun_sector 66,91557.51
2024 Jun_sector 67,3286.51
2024 Jun_sector 68,18111.59
2024 Jun_sector 69,3266.31
2024 Jun_sector 70,1580.49
2024 Jun_sector 71,13880.28
2024 Jun_sector 72,0.0
2024 Jun_sector 73,167.24
2024 Jun_sector 74,0.0
2024 Jun_sector 75,614.32
2024 Jun_sector 76,68569.88
2024 Jun_sector 77,63857.94
2024 Jun_sector 78,17400.74
2024 Jun_sector 79,49901.04
2024 Jun_sector 80,36294.2
2024 Jun_sector 81,23264.59
2024 Jun_sector 82,0.0
2024 Jun_sector 83,91746.71
2024 Jun_sector 84,12333.01
2024 Jun_sector 85,144743.97
2024 Jun_sector 86,53989.06
2024 Jun_sector 87,0.0
2024 Jun_sector 88,4703.33
2024 Jun_sector 89,2759.8
2024 Jun_sector 90,4538.17
2024 Jun_sector 91,54214.37
2024 Jun_sector 92,30980.74
2024 Jun_sector 93,15043.18
2024 Jun_sector 94,16515.1
2024 Jun_sector 95,0.0
2024 Jun_sector 96,0.0
2024 Jul_sector 1,9295.32
2024 Jul_sector 2,2197.12
2024 Jul_sector 3,9428.29
2024 Jul_sector 4,83402.52
2024 Jul_sector 5,1575.97
2024 Jul_sector 6,12505.97
2024 Jul_sector 7,10583.38
2024 Jul_sector 8,4549.64
2024 Jul_sector 9,12885.18
2024 Jul_sector 10,42217.66
2024 Jul_sector 11,3633.94
2024 Jul_sector 12,0.0
2024 Jul_sector 13,2634.51
2024 Jul_sector 14,22390.07
2024 Jul_sector 15,88602.78
2024 Jul_sector 16,75468.66
2024 Jul_sector 17,382.68
2024 Jul_sector 18,24281.04
2024 Jul_sector 19,4874.1
2024 Jul_sector 20,7975.59
2024 Jul_sector 21,22308.76
2024 Jul_sector 22,22675.28
2024 Jul_sector 23,19067.25
2024 Jul_sector 24,73570.14
2024 Jul_sector 25,23898.33
2024 Jul_sector 26,8287.85
2024 Jul_sector 27,1372.25
2024 Jul_sector 28,46385.55
2024 Jul_sector 29,23959.58
2024 Jul_sector 30,50753.89
2024 Jul_sector 31,6642.26
2024 Jul_sector 32,32567.25
2024 Jul_sector 33,4303.79
2024 Jul_sector 34,84286.18
2024 Jul_sector 35,12114.17
2024 Jul_sector 36,153375.2
2024 Jul_sector 37,1521.17
2024 Jul_sector 38,45809.38
2024 Jul_sector 39,0.0
2024 Jul_sector 40,6666.02
2024 Jul_sector 41,0.0
2024 Jul_sector 42,305.28
2024 Jul_sector 43,10931.06
2024 Jul_sector 44,15830.7
2024 Jul_sector 45,235804.51
2024 Jul_sector 46,4346.11
2024 Jul_sector 47,30497.1
2024 Jul_sector 48,26009.47
2024 Jul_sector 49,0.0
2024 Jul_sector 50,17088.68
2024 Jul_sector 51,10072.91
2024 Jul_sector 52,0.0
2024 Jul_sector 53,0.0
2024 Jul_sector 54,49930.71
2024 Jul_sector 55,107929.62
2024 Jul_sector 56,2377.99
2024 Jul_sector 57,27227.86
2024 Jul_sector 58,96.84
2024 Jul_sector 59,32908.53
2024 Jul_sector 60,7665.94
2024 Jul_sector 61,100633.87
2024 Jul_sector 62,8285.83
2024 Jul_sector 63,7666.93
2024 Jul_sector 64,15455.8
2024 Jul_sector 65,9852.81
2024 Jul_sector 66,52495.74
2024 Jul_sector 67,1300.3
2024 Jul_sector 68,15537.23
2024 Jul_sector 69,1914.88
2024 Jul_sector 70,740.61
2024 Jul_sector 71,8621.02
2024 Jul_sector 72,81.94
2024 Jul_sector 73,0.0
2024 Jul_sector 74,0.0
2024 Jul_sector 75,411.96
2024 Jul_sector 76,26288.85
2024 Jul_sector 77,73168.26
2024 Jul_sector 78,25220.13
2024 Jul_sector 79,25674.69
2024 Jul_sector 80,14186.78
2024 Jul_sector 81,6597.01
2024 Jul_sector 82,0.0
2024 Jul_sector 83,67755.81
2024 Jul_sector 84,3474.1
2024 Jul_sector 85,137622.18
2024 Jul_sector 86,54903.12
2024 Jul_sector 87,0.0
2024 Jul_sector 88,3774.91
2024 Jul_sector 89,0.0
2024 Jul_sector 90,7631.6
2024 Jul_sector 91,32450.06
2024 Jul_sector 92,30804.74
2024 Jul_sector 93,22335.3
2024 Jul_sector 94,13389.41
2024 Jul_sector 95,0.0
2024 Jul_sector 96,561.19
