month,sector,num_new_house_transactions,area_new_house_transactions,price_new_house_transactions,new_house_transaction_amount,area_per_unit_new_house_transactions,total_price_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,yr,m
2019_Sep,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,9
2019-Sep,sector 88,16,1901,47957,7934.21,127,610.32,256.0,31916.0,5.21,2019,9
2019-Sep,sector 89,3,648,79246,5133.02,216,1711.01,24.0,5063.0,5.09,2019,9
2019-Sep,sector 90,19,1891,24665,4663.63,100,245.45,215.0,25853.0,21.46,2019,9
2019-Sep,sector 91,9,1605,32388,5198.87,178,577.65,451.0,104106.0,44.67,2019,9
2019-Sep,sector 92,88,11324,20813,23569.09,129,267.83,2748.0,341617.0,20.73,2019,9
2019-Sep,sector 93,226,32515,29318,95326.95,144,421.8,2555.0,320962.0,14.51,2019,9
2019-Sep,sector 94,359,36423,24436,89003.22,101,247.92,2558.0,292973.0,6.13,2019,9
2019_Sep,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,9
2019_Sep,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,9
2019-Oct,sector 1,41,3732,32018,11949.09,91,291.44,85.0,10011.0,2.28,2019,10
2019-Oct,sector 2,44,4854,17615,7955.07,108,189.41,1551.0,176844.0,21.78,2019,10
2019_Oct,sector 3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 4,1,245,27963,685.26,245,685.26,13.0,1976.0,2.67,2019,10
2019-Oct,sector 5,1,111,37374,414.22,111,414.22,237.0,23971.0,178.49,2019,10
2019-Oct,sector 6,12,1106,15059,1666.08,92,138.84,210.0,20082.0,9.87,2019,10
2019-Oct,sector 7,16,2380,30228,7195.52,149,449.72,588.0,89607.0,24.46,2019,10
2019-Oct,sector 8,34,3553,14351,5099.14,105,149.97,1540.0,232215.0,41.55,2019,10
2019-Oct,sector 9,2,613,79635,4885.36,307,2442.68,76.0,11648.0,7.76,2019,10
2019-Oct,sector 10,9,986,28132,2773.38,110,308.15,63.0,5568.0,5.69,2019,10
2019-Oct,sector 11,32,3934,14720,5791.0,123,180.97,1126.0,156860.0,29.39,2019,10
2019-Oct,sector 12,14,1741,21521,3747.24,124,267.66,81.0,11029.0,3.49,2019,10
2019-Oct,sector 13,17,1582,42312,6695.68,93,393.86,311.0,35269.0,5.18,2019,10
2019-Oct,sector 14,2,414,83573,3460.59,207,1730.29,98.0,23735.0,31.88,2019,10
2019-Oct,sector 15,9,1127,47697,4564.81,137,652.12,151.0,18541.0,12.52,2019,10
2019-Oct,sector 16,2,340,16325,554.33,170,277.16,144.0,21334.0,37.4,2019,10
2019-Oct,sector 17,1,246,44914,1105.42,246,1105.42,98.0,25230.0,69.57,2019,10
2019-Oct,sector 18,4,502,36779,1846.77,126,461.69,50.0,9787.0,5.0,2019,10
2019_Oct,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 20,159,15625,28491,44515.86,98,279.97,550.0,63515.0,8.1,2019,10
2019-Oct,sector 21,4,666,48454,3227.03,167,806.76,206.0,23832.0,24.58,2019,10
2019-Oct,sector 22,197,17988,49593,89205.8,91,452.82,464.0,43320.0,5.95,2019,10
2019-Oct,sector 23,26,4101,51056,20940.41,158,805.4,402.0,61427.0,24.16,2019,10
2019-Oct,sector 24,41,3984,44563,16472.42,92,411.81,460.0,55571.0,10.11,2019,10
2019-Oct,sector 25,17,3967,30847,12236.58,233,719.8,438.0,96578.0,16.56,2019,10
2019-Oct,sector 26,71,7446,46219,32013.92,105,485.06,1687.0,187780.0,22.09,2019,10
2019-Oct,sector 27,3,512,20540,1051.0,171,350.33,64.0,9676.0,22.06,2019,10
2019-Oct,sector 28,1,88,13332,117.27,88,117.27,66.0,5318.0,31.24,2019,10
2019-Oct,sector 29,4,545,44363,2418.18,136,604.55,76.0,6990.0,20.81,2019,10
2019-Oct,sector 30,63,8270,30214,24986.45,131,396.61,598.0,133255.0,18.4,2019,10
2019-Oct,sector 31,279,30356,16064,48764.54,109,174.78,2325.0,278483.0,9.18,2019,10
2019_Oct,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 33,3,922,87461,8067.71,307,2689.24,64.0,18687.0,18.93,2019,10
2019-Oct,sector 34,45,5200,44021,22890.61,116,508.68,388.0,57021.0,11.9,2019,10
2019-Oct,sector 35,13,1393,16870,2350.51,107,180.81,649.0,68525.0,20.63,2019,10
2019-Oct,sector 36,35,4044,38291,15483.67,116,442.39,408.0,43849.0,5.03,2019,10
2019-Oct,sector 37,2,304,51562,1565.17,152,782.59,348.0,82518.0,51.05,2019,10
2019-Oct,sector 38,57,6124,53710,32894.13,107,577.09,480.0,49553.0,4.18,2019,10
2019-Oct,sector 39,1,237,17919,424.17,237,424.17,120.0,19921.0,64.22,2019,10
2019_Oct,sector 40,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 41,3,333,41875,1395.06,111,465.02,32.0,3355.0,10.07,2019,10
2019-Oct,sector 42,11,1081,18984,2051.33,98,186.48,72.0,13549.0,4.95,2019,10
2019-Oct,sector 43,27,2691,46874,12613.65,100,467.17,156.0,18308.0,1.87,2019,10
2019-Oct,sector 44,2,881,114603,10101.69,441,5050.84,118.0,23362.0,22.13,2019,10
2019-Oct,sector 45,333,35450,23887,84678.59,106,254.29,3661.0,466815.0,8.17,2019,10
2019-Oct,sector 46,78,9582,15766,15106.93,123,193.68,1602.0,277610.0,22.17,2019,10
2019-Oct,sector 47,124,12210,22722,27744.09,98,223.74,453.0,50848.0,1.88,2019,10
2019-Oct,sector 48,10,2084,39677,8267.24,208,826.72,349.0,91216.0,43.58,2019,10
2019_Oct,sector 49,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 50,419,40368,18936,76442.55,96,182.44,2309.0,232084.0,4.74,2019,10
2019-Oct,sector 51,402,44618,28655,127853.92,111,318.04,2087.0,247048.0,6.58,2019,10
2019_Oct,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 53,80,7580,48478,36748.53,95,459.36,500.0,47030.0,5.25,2019,10
2019-Oct,sector 54,71,10251,59569,61061.61,144,860.02,985.0,145792.0,17.68,2019,10
2019-Oct,sector 55,657,68741,19892,136739.16,105,208.13,5695.0,647934.0,7.8,2019,10
2019-Oct,sector 56,13,1179,9522,1122.89,91,86.38,275.0,27466.0,13.29,2019,10
2019-Oct,sector 57,11,1330,19417,2582.72,121,234.79,547.0,71387.0,83.33,2019,10
2019-Oct,sector 58,23,2044,11869,2425.43,89,105.45,96.0,8971.0,1.7,2019,10
2019-Oct,sector 59,80,6176,31021,19159.6,77,239.5,1169.0,114741.0,16.48,2019,10
2019_Oct,sector 60,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 61,58,5340,46264,24704.2,92,425.93,760.0,85764.0,22.94,2019,10
2019-Oct,sector 62,24,3538,35506,12562.1,147,523.42,126.0,19503.0,3.54,2019,10
2019-Oct,sector 63,62,7098,79362,56329.12,114,908.53,110.0,10429.0,2.31,2019,10
2019-Oct,sector 64,5,452,47491,2148.24,90,429.65,53.0,9504.0,8.74,2019,10
2019-Oct,sector 65,12,2724,75168,16064.57,214,1606.46,69.0,12879.0,3.98,2019,10
2019-Oct,sector 66,10,866,39413,3413.52,87,341.35,24.0,2423.0,1.55,2019,10
2019-Oct,sector 67,47,4345,19171,8330.44,92,177.24,1401.0,180913.0,26.57,2019,10
2019-Oct,sector 68,177,18139,15334,27814.55,102,157.14,1681.0,204725.0,12.18,2019,10
2019-Oct,sector 69,21,2339,11242,2629.86,111,125.23,769.0,126358.0,34.88,2019,10
2019-Oct,sector 70,1,121,14278,172.22,121,172.22,109.0,19231.0,26.6,2019,10
2019_Oct,sector 71,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 72,49,13382,11729,15694.95,273,320.31,488.0,139362.0,50.42,2019,10
2019-Oct,sector 73,18,4926,68745,33864.92,274,1881.38,155.0,20585.0,12.6,2019,10
2019-Oct,sector 74,2,309,64171,1984.1,155,992.05,50.0,9048.0,7.74,2019,10
2019-Oct,sector 75,3,182,22111,402.18,61,134.06,325.0,30665.0,168.59,2019,10
2019-Oct,sector 76,13,1374,95558,13129.15,106,1009.93,558.0,55099.0,43.26,2019,10
2019-Oct,sector 77,30,3278,43653,14308.99,109,476.97,200.0,28322.0,5.29,2019,10
2019_Oct,sector 78,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 79,38,4236,36411,15423.36,111,405.88,970.0,115947.0,9.3,2019,10
2019-Oct,sector 80,2,220,35260,774.35,110,387.18,84.0,9574.0,19.46,2019,10
2019-Oct,sector 81,2,608,72456,4404.58,304,2202.29,131.0,33713.0,38.0,2019,10
2019-Oct,sector 82,3,373,58737,2193.34,124,731.11,156.0,18927.0,71.37,2019,10
2019-Oct,sector 83,47,5067,42006,21284.8,108,452.87,521.0,60121.0,9.28,2019,10
2019-Oct,sector 84,17,1304,88736,11573.61,77,680.8,38.0,5481.0,12.27,2019,10
2019-Oct,sector 85,458,50874,21665,110001.18,111,240.7,8915.0,990463.0,17.11,2019,10
2019-Oct,sector 86,320,36568,47503,173711.63,114,542.85,3535.0,412568.0,8.09,2019,10
2019_Oct,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 88,21,2402,36980,6105.02,110,407.0,239.0,29746.0,5.88,2019,10
2019-Oct,sector 89,4,712,55387,3945.34,178,986.34,22.0,4600.0,6.67,2019,10
2019_Oct,sector 90,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Oct,sector 91,8,1222,34240,4185.01,153,523.13,448.0,103582.0,46.5,2019,10
2019-Oct,sector 92,289,31661,19796,62676.63,110,216.87,2529.0,321349.0,17.14,2019,10
2019-Oct,sector 93,125,15209,29800,45322.08,122,362.58,2257.0,284427.0,12.52,2019,10
2019-Oct,sector 94,364,37161,24367,90552.15,102,248.77,2721.0,308055.0,6.97,2019,10
2019_Oct,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019_Oct,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,10
2019-Nov,sector 1,41,4062,37158,15092.94,99,368.12,82.0,9436.0,2.13,2019,11
2019-Nov,sector 2,70,7859,15883,11711.12,110,174.79,1550.0,176809.0,23.88,2019,11
2019_Nov,sector 3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 4,24,3129,34083,10664.77,130,444.37,178.0,20088.0,17.01,2019,11
2019_Nov,sector 5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 6,11,1858,15034,1337.1,99,148.57,214.0,20423.0,12.85,2019,11
2019-Nov,sector 7,16,2010,28654,5760.27,126,360.02,576.0,88174.0,26.71,2019,11
2019-Nov,sector 8,34,3690,16603,6126.33,109,180.19,1531.0,233654.0,40.25,2019,11
2019-Nov,sector 9,3,670,77602,5201.81,223,1733.94,74.0,10819.0,7.76,2019,11
2019-Nov,sector 10,13,1165,22462,2616.02,90,201.23,56.0,4970.0,5.01,2019,11
2019-Nov,sector 11,21,2528,17389,4395.81,120,209.32,1116.0,156686.0,34.18,2019,11
2019-Nov,sector 12,5,650,22100,1437.41,130,287.48,74.0,10094.0,3.94,2019,11
2019-Nov,sector 13,35,3519,42349,14901.04,101,425.74,284.0,32524.0,5.33,2019,11
2019-Nov,sector 14,5,901,88289,7951.83,180,1590.37,93.0,22837.0,25.99,2019,11
2019-Nov,sector 15,106,12322,47818,5771.69,121,577.17,48.0,6654.0,2.02,2019,11
2019-Nov,sector 16,10,1272,61102,7771.61,127,777.16,134.0,20062.0,27.03,2019,11
2019_Nov,sector 17,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 18,4,453,36817,1666.79,113,416.7,44.0,9070.0,5.45,2019,11
2019_Nov,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 20,186,18344,27021,49567.66,99,266.49,505.0,53799.0,5.24,2019,11
2019-Nov,sector 21,6,1135,44290,5027.8,189,837.97,211.0,23650.0,27.86,2019,11
2019-Nov,sector 22,33,3407,49224,16769.84,103,508.18,431.0,39927.0,6.34,2019,11
2019-Nov,sector 23,14,2182,50797,11083.71,156,791.69,392.0,59950.0,25.44,2019,11
2019-Nov,sector 24,38,4690,44419,14977.81,102,453.87,448.0,53354.0,10.93,2019,11
2019-Nov,sector 25,23,4593,22197,10194.59,200,443.24,784.0,132388.0,22.81,2019,11
2019-Nov,sector 26,68,7262,46502,31460.14,107,499.37,1623.0,181013.0,21.5,2019,11
2019-Nov,sector 27,1,88,20865,183.8,88,183.8,64.0,9676.0,22.07,2019,11
2019_Nov,sector 28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 29,2,335,54238,1818.32,168,909.16,74.0,6655.0,19.82,2019,11
2019-Nov,sector 30,45,6999,37710,26392.17,156,586.49,558.0,127518.0,16.18,2019,11
2019-Nov,sector 31,225,24173,17385,42024.86,107,186.78,1788.0,223230.0,7.12,2019,11
2019_Nov,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 33,2,598,87575,5233.22,299,2616.61,61.0,17783.0,20.1,2019,11
2019-Nov,sector 34,29,3184,45009,14329.69,110,494.13,357.0,53569.0,11.1,2019,11
2019-Nov,sector 35,6,663,13138,871.0,111,145.17,644.0,67959.0,24.33,2019,11
2019-Nov,sector 36,37,3855,40333,15548.37,104,420.23,375.0,40436.0,5.11,2019,11
2019-Nov,sector 37,6,1483,106582,15806.98,247,2634.5,344.0,81614.0,46.31,2019,11
2019-Nov,sector 38,58,6524,55919,36482.64,112,629.01,439.0,45497.0,4.25,2019,11
2019_Nov,sector 39,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019_Nov,sector 40,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019_Nov,sector 41,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 42,11,1154,20974,2420.8,105,220.07,70.0,13328.0,8.57,2019,11
2019-Nov,sector 43,30,3527,50333,17754.9,118,591.83,139.0,16687.0,1.99,2019,11
2019_Nov,sector 44,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 45,363,40614,25885,105128.22,112,289.61,3523.0,440711.0,8.43,2019,11
2019-Nov,sector 46,54,5927,15649,8916.06,110,171.46,1559.0,273150.0,23.96,2019,11
2019-Nov,sector 47,116,11876,22340,26531.86,102,228.72,479.0,49245.0,2.15,2019,11
2019-Nov,sector 48,11,2596,43484,11288.17,236,1026.2,340.0,89259.0,40.27,2019,11
2019_Nov,sector 49,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 50,317,30298,19387,58738.77,96,185.3,2252.0,227550.0,5.3,2019,11
2019-Nov,sector 51,223,25444,28540,72617.89,114,325.64,1838.0,219190.0,6.48,2019,11
2019_Nov,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 53,95,8175,48636,39760.83,86,418.54,404.0,38634.0,4.76,2019,11
2019-Nov,sector 54,71,9987,56772,56697.86,141,798.56,891.0,140496.0,14.58,2019,11
2019-Nov,sector 55,800,83311,19879,165618.56,104,207.02,5808.0,653799.0,8.09,2019,11
2019-Nov,sector 56,15,1365,9308,1270.45,91,84.7,258.0,25912.0,17.97,2019,11
2019-Nov,sector 57,9,1205,21096,2541.88,134,282.43,573.0,75408.0,73.34,2019,11
2019-Nov,sector 58,49,4433,11602,5143.87,90,104.98,51.0,4970.0,0.98,2019,11
2019-Nov,sector 59,53,4557,30281,13798.3,86,260.35,1156.0,113525.0,15.75,2019,11
2019_Nov,sector 60,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 61,54,5261,45098,23726.56,97,439.38,822.0,94240.0,24.41,2019,11
2019-Nov,sector 62,27,3646,35509,12944.8,135,479.44,107.0,16977.0,3.37,2019,11
2019-Nov,sector 63,24,2404,73936,17773.27,100,740.55,101.0,9657.0,2.18,2019,11
2019-Nov,sector 64,12,1857,53121,9863.77,155,821.98,53.0,9300.0,8.77,2019,11
2019-Nov,sector 65,18,3350,77670,26018.39,186,1445.47,74.0,13941.0,3.65,2019,11
2019-Nov,sector 66,23,1897,38204,7245.64,82,315.03,24.0,2400.0,1.42,2019,11
2019-Nov,sector 67,102,9859,20384,20095.62,97,197.02,1363.0,177528.0,24.87,2019,11
2019-Nov,sector 68,137,13977,16072,22236.39,102,163.5,2294.0,270469.0,16.1,2019,11
2019-Nov,sector 69,21,2662,12340,3285.16,127,156.44,750.0,123889.0,39.31,2019,11
2019-Nov,sector 70,6,1030,19096,1966.61,172,327.77,125.0,23035.0,30.18,2019,11
2019_Nov,sector 71,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 72,9,2044,11192,2288.17,227,254.24,480.0,137534.0,45.51,2019,11
2019-Nov,sector 73,2,132,70681,931.15,66,465.58,155.0,20585.0,18.58,2019,11
2019-Nov,sector 74,4,586,64041,3749.59,146,937.4,46.0,8462.0,6.84,2019,11
2019-Nov,sector 75,6,438,22175,970.57,73,161.76,319.0,30227.0,97.57,2019,11
2019-Nov,sector 76,10,928,92007,8536.51,93,853.65,546.0,53916.0,38.57,2019,11
2019-Nov,sector 77,82,9362,42407,39703.75,114,484.19,164.0,24023.0,3.68,2019,11
2019_Nov,sector 78,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 79,141,14791,39629,58614.7,105,415.71,860.0,104261.0,9.33,2019,11
2019-Nov,sector 80,6,604,31681,1914.17,101,319.03,80.0,9156.0,17.06,2019,11
2019-Nov,sector 81,3,929,73008,6782.43,310,2260.81,128.0,32784.0,39.18,2019,11
2019-Nov,sector 82,15,1415,59915,8475.28,94,565.02,141.0,17513.0,27.01,2019,11
2019-Nov,sector 83,77,8239,39939,32906.92,107,427.36,452.0,52880.0,7.05,2019,11
2019_Nov,sector 84,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 85,418,47152,22578,106462.33,113,254.69,8764.0,963616.0,16.72,2019,11
2019-Nov,sector 86,417,50563,48073,243071.69,121,582.91,3190.0,371817.0,7.2,2019,11
2019_Nov,sector 87,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 88,17,2098,48634,9213.49,126,614.23,226.0,28085.0,7.07,2019,11
2019-Nov,sector 89,3,716,80427,5755.7,239,1918.57,20.0,4063.0,5.84,2019,11
2019_Nov,sector 90,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Nov,sector 91,25,3637,34779,12649.84,145,505.99,433.0,101469.0,41.09,2019,11
2019-Nov,sector 92,141,18136,19964,36206.36,129,256.78,2664.0,334659.0,17.86,2019,11
2019-Nov,sector 93,119,16100,30118,48490.25,135,407.48,2362.0,294239.0,13.13,2019,11
2019-Nov,sector 94,430,43155,23813,102766.15,100,238.99,2423.0,280318.0,6.34,2019,11
2019_Nov,sector 95,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019_Nov,sector 96,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,11
2019-Dec,sector 1,48,4585,50012,22931.65,96,477.74,293.0,36501.0,8.13,2019,12
2019-Dec,sector 2,71,8733,15650,12606.3,120,188.15,1550.0,176893.0,26.62,2019,12
2019_Dec,sector 3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 4,109,11527,34012,39203.96,106,359.67,661.0,77643.0,27.4,2019,12
2019-Dec,sector 5,1,111,37199,412.28,111,412.28,236.0,23860.0,184.1,2019,12
2019-Dec,sector 6,26,3094,17704,3904.51,92,162.69,579.0,56514.0,37.86,2019,12
2019-Dec,sector 7,17,2552,30270,7723.72,150,454.34,616.0,104348.0,33.51,2019,12
2019-Dec,sector 8,33,5218,15864,8277.16,158,250.82,1890.0,263319.0,50.39,2019,12
2019-Dec,sector 9,12,2555,79938,20421.75,213,1701.81,74.0,10819.0,7.12,2019,12
2019-Dec,sector 10,7,658,28081,1848.88,94,264.13,56.0,4970.0,6.01,2019,12
2019-Dec,sector 11,47,5061,15228,7706.42,108,163.97,1224.0,166004.0,38.86,2019,12
2019-Dec,sector 12,16,1919,24648,4730.48,120,295.66,266.0,31282.0,15.37,2019,12
2019-Dec,sector 13,39,4366,45305,19782.15,112,507.23,599.0,60414.0,12.64,2019,12
2019-Dec,sector 14,2,185,25251,467.88,93,233.94,89.0,21792.0,28.67,2019,12
2019-Dec,sector 15,13,1571,47610,6192.27,118,562.93,39.0,5585.0,1.7,2019,12
2019-Dec,sector 16,7,880,48876,4301.71,126,614.53,216.0,30841.0,39.67,2019,12
2019-Dec,sector 17,1,270,43693,1178.56,270,1178.56,96.0,24779.0,72.14,2019,12
2019-Dec,sector 18,7,689,36876,2541.97,98,363.14,37.0,8380.0,5.51,2019,12
2019_Dec,sector 19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 20,418,39805,26462,105330.82,95,251.99,1051.0,115076.0,7.32,2019,12
2019-Dec,sector 21,5,632,47479,3001.84,126,600.37,210.0,23461.0,26.39,2019,12
2019-Dec,sector 22,35,3339,49513,16530.81,95,472.31,394.0,36351.0,5.54,2019,12
2019-Dec,sector 23,12,1593,57371,9140.21,133,761.68,387.0,59289.0,24.45,2019,12
2019-Dec,sector 24,11,1964,44340,3911.23,126,558.75,436.0,51214.0,12.84,2019,12
2019-Dec,sector 25,165,18503,24378,43581.67,110,267.37,1281.0,176052.0,22.65,2019,12
2019-Dec,sector 26,47,5214,46565,23606.35,110,513.18,1594.0,177523.0,25.7,2019,12
2019_Dec,sector 27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019_Dec,sector 28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 29,2,192,31732,608.08,96,304.04,76.0,6838.0,22.42,2019,12
2019-Dec,sector 30,38,5190,33552,17414.08,137,458.27,530.0,123816.0,14.74,2019,12
2019-Dec,sector 31,300,33238,17579,58428.23,111,194.76,2035.0,248965.0,8.24,2019,12
2019_Dec,sector 32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 33,2,598,87457,5226.15,299,2613.08,59.0,17186.0,22.48,2019,12
2019-Dec,sector 34,55,5986,44155,26432.01,109,480.58,302.0,47583.0,9.88,2019,12
2019-Dec,sector 35,35,3278,18185,5960.35,94,170.3,559.0,59074.0,28.37,2019,12
2019-Dec,sector 36,75,7448,38374,28579.35,99,381.06,769.0,81734.0,12.69,2019,12
2019-Dec,sector 37,9,2142,110867,23744.93,238,2638.33,340.0,80479.0,46.57,2019,12
2019-Dec,sector 38,75,8031,55010,44179.14,107,589.06,471.0,54384.0,6.36,2019,12
2019-Dec,sector 39,5,921,15767,1452.66,184,290.53,116.0,19201.0,45.97,2019,12
2019_Dec,sector 40,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019_Dec,sector 41,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 42,19,3325,21999,7314.77,175,384.99,72.0,12689.0,7.19,2019,12
2019-Dec,sector 43,26,3838,58956,22629.18,148,870.35,165.0,18527.0,3.1,2019,12
2019-Dec,sector 44,7,1837,107804,19802.06,262,2828.87,112.0,21593.0,28.46,2019,12
2019-Dec,sector 45,459,45884,24129,110716.88,100,241.21,3553.0,447853.0,9.12,2019,12
2019-Dec,sector 46,53,5905,15404,8683.66,111,170.27,1184.0,209217.0,20.25,2019,12
2019-Dec,sector 47,182,19022,20826,39616.4,105,217.67,531.0,53675.0,2.38,2019,12
2019-Dec,sector 48,6,986,42071,4148.37,164,691.4,336.0,88583.0,42.36,2019,12
2019_Dec,sector 49,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 50,381,37467,19399,72682.34,98,190.77,2340.0,241386.0,6.31,2019,12
2019-Dec,sector 51,243,27462,28576,78477.67,113,322.95,1638.0,196340.0,5.78,2019,12
2019_Dec,sector 52,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 53,150,12702,48865,62065.5,85,413.77,262.0,26633.0,2.9,2019,12
2019-Dec,sector 54,64,10145,63140,64053.63,159,1000.84,766.0,125937.0,12.32,2019,12
2019-Dec,sector 55,1218,133323,21017,280200.33,109,230.05,6877.0,759989.0,8.58,2019,12
2019-Dec,sector 56,6,555,9921,550.32,92,91.72,256.0,25789.0,19.14,2019,12
2019-Dec,sector 57,15,2021,21593,4364.12,135,290.94,625.0,81488.0,69.47,2019,12
2019-Dec,sector 58,19,1687,11499,1940.05,89,102.11,28.0,2855.0,0.74,2019,12
2019-Dec,sector 59,45,3718,30960,11511.97,83,255.82,1138.0,111786.0,15.79,2019,12
2019_Dec,sector 60,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 61,54,5027,45832,23041.51,93,426.69,765.0,88985.0,21.22,2019,12
2019-Dec,sector 62,21,2959,38458,11379.99,141,541.9,77.0,12740.0,2.75,2019,12
2019-Dec,sector 63,24,2313,74370,17203.33,96,716.81,99.0,9602.0,2.34,2019,12
2019-Dec,sector 64,3,584,58241,3402.41,195,1134.14,54.0,9111.0,8.77,2019,12
2019-Dec,sector 65,16,2986,77359,23102.76,187,1443.92,73.0,13776.0,3.75,2019,12
2019-Dec,sector 66,6,479,38224,1832.39,80,305.4,22.0,2230.0,1.62,2019,12
2019-Dec,sector 67,105,9891,20536,20311.81,94,193.45,1502.0,192396.0,25.37,2019,12
2019-Dec,sector 68,164,17577,16266,28589.3,107,174.33,2315.0,265519.0,15.56,2019,12
2019-Dec,sector 69,67,7367,10016,7378.42,110,110.13,962.0,145874.0,38.72,2019,12
2019-Dec,sector 70,1,402,27903,1121.12,402,1121.12,125.0,23035.0,35.66,2019,12
2019_Dec,sector 71,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 72,6,1235,10292,1270.97,206,211.83,473.0,136082.0,46.83,2019,12
2019-Dec,sector 73,3,324,69877,2266.66,108,755.55,154.0,20413.0,17.99,2019,12
2019-Dec,sector 74,14,2178,73034,15904.6,156,1136.04,33.0,6541.0,6.12,2019,12
2019-Dec,sector 75,9,613,22384,1371.97,68,152.44,310.0,29614.0,72.08,2019,12
2019-Dec,sector 76,7,812,90188,7321.59,116,1045.94,540.0,53302.0,47.27,2019,12
2019-Dec,sector 77,50,5824,41524,24181.73,116,483.63,138.0,20796.0,3.06,2019,12
2019_Dec,sector 78,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2019,12
2019-Dec,sector 79,106,11984,36496,43738.05,113,412.62,476.0,65175.0,6.44,2019,12
2019-Dec,sector 80,157,15913,36786,58537.87,101,372.85,646.0,68230.0,21.52,2019,12
2019-Dec,sector 81,4,1570,72451,11374.18,392,2843.55,126.0,31774.0,31.53,2019,12
2019-Dec,sector 82,15,1387,60015,8324.38,92,554.96,42.0,5642.0,6.77,2019,12
2019-Dec,sector 83,142,16004,42976,68777.49,113,484.35,428.0,49917.0,5.72,2019,12
2019-Dec,sector 84,4,495,62854,3109.71,124,777.43,87.0,13079.0,24.71,2019,12
