id,new_house_transaction_amount
2022 Apr_sector 66,89656.94
2022 Apr_sector 67,7413.27
2022 Apr_sector 68,19152.59
2022 Apr_sector 69,1943.27
2022 Apr_sector 70,973.49
2022 Apr_sector 71,24828.98
2022 Apr_sector 72,1190.75
2022 Apr_sector 73,18374.3
2022 Apr_sector 74,2256.18
2022 Apr_sector 75,505.03
2022 Apr_sector 76,23569.67
2022 Apr_sector 77,60550.23
2022 Apr_sector 78,206.45
2022 Apr_sector 79,116699.68
2022 Apr_sector 80,54775.9
2022 Apr_sector 81,18863.12
2022 Apr_sector 82,3427.01
2022 Apr_sector 83,106463.78
2022 Apr_sector 84,7954.34
2022 Apr_sector 85,111870.25
2022 Apr_sector 86,61647.81
2022 Apr_sector 87,0.0
2022 Apr_sector 88,5904.1
2022 Apr_sector 89,4849.9
2022 Apr_sector 90,0.0
2022 Apr_sector 91,30631.12
2022 Apr_sector 92,33304.56
2022 Apr_sector 93,10532.26
2022 Apr_sector 94,21131.04
2022 Apr_sector 95,0.0
2022 Apr_sector 96,0.0
2022 May_sector 1,5676.93
2022 May_sector 2,13909.59
2022 May_sector 3,17170.08
2022 May_sector 4,111242.6
2022 May_sector 5,0.0
2022 May_sector 6,33728.66
2022 May_sector 7,2306.48
2022 May_sector 8,9083.79
2022 May_sector 9,13182.99
2022 May_sector 10,13129.32
2022 May_sector 11,9180.07
2022 May_sector 12,380.01
2022 May_sector 13,23146.01
2022 May_sector 14,8830.87
2022 May_sector 15,13328.87
2022 May_sector 16,16816.63
2022 May_sector 17,24295.64
2022 May_sector 18,25244.09
2022 May_sector 19,0.0
2022 May_sector 20,66853.09
2022 May_sector 21,1594.21
2022 May_sector 22,16493.58
2022 May_sector 23,22598.18
2022 May_sector 24,53729.8
2022 May_sector 25,30162.85
2022 May_sector 26,1899.5
2022 May_sector 27,6304.59
2022 May_sector 28,148604.75
2022 May_sector 29,52806.57
2022 May_sector 30,45742.35
2022 May_sector 31,31355.48
2022 May_sector 32,472692.41
2022 May_sector 33,0.0
2022 May_sector 34,6597.49
2022 May_sector 35,15207.33
2022 May_sector 36,140749.92
2022 May_sector 37,40701.53
2022 May_sector 38,93378.88
2022 May_sector 39,0.0
2022 May_sector 40,72671.59
2022 May_sector 41,90.76
2022 May_sector 42,43047.4
2022 May_sector 43,48201.87
2022 May_sector 44,7483.32
2022 May_sector 45,23675.1
2022 May_sector 46,16605.22
2022 May_sector 47,41985.22
2022 May_sector 48,42345.3
2022 May_sector 49,955.24
2022 May_sector 50,19086.24
2022 May_sector 51,58258.97
2022 May_sector 52,0.0
2022 May_sector 53,0.0
2022 May_sector 54,50103.7
2022 May_sector 55,131938.41
2022 May_sector 56,8377.97
2022 May_sector 57,25799.09
2022 May_sector 58,180.76
2022 May_sector 59,17468.23
2022 May_sector 60,16528.35
2022 May_sector 61,72121.58
2022 May_sector 62,11662.03
2022 May_sector 63,6006.22
2022 May_sector 64,2172.53
2022 May_sector 65,20660.65
2022 May_sector 66,191273.78
2022 May_sector 67,63164.55
2022 May_sector 68,27712.24
2022 May_sector 69,5088.3
2022 May_sector 70,1851.03
2022 May_sector 71,33915.72
2022 May_sector 72,1921.68
2022 May_sector 73,0.0
2022 May_sector 74,0.0
2022 May_sector 75,19449.58
2022 May_sector 76,5855.9
2022 May_sector 77,47404.46
2022 May_sector 78,2252.38
2022 May_sector 79,79258.49
2022 May_sector 80,180321.39
2022 May_sector 81,31435.73
2022 May_sector 82,3234.86
2022 May_sector 83,65435.58
2022 May_sector 84,5593.65
2022 May_sector 85,120304.2
2022 May_sector 86,41212.63
2022 May_sector 87,0.0
2022 May_sector 88,9089.67
2022 May_sector 89,2455.66
2022 May_sector 90,0.0
2022 May_sector 91,32851.49
2022 May_sector 92,33939.96
2022 May_sector 93,16600.06
2022 May_sector 94,29574.62
2022 May_sector 95,0.0
2022 May_sector 96,0.0
2022 Jun_sector 1,5962.77
2022 Jun_sector 2,18718.28
2022 Jun_sector 3,14594.91
2022 Jun_sector 4,78640.62
2022 Jun_sector 5,0.0
2022 Jun_sector 6,31881.08
2022 Jun_sector 7,2178.79
2022 Jun_sector 8,6420.2
2022 Jun_sector 9,9899.29
2022 Jun_sector 10,25426.49
2022 Jun_sector 11,10392.67
2022 Jun_sector 12,442.55
2022 Jun_sector 13,24114.7
2022 Jun_sector 14,2848.97
2022 Jun_sector 15,11585.44
2022 Jun_sector 16,9175.05
2022 Jun_sector 17,24071.61
2022 Jun_sector 18,29274.75
2022 Jun_sector 19,0.0
2022 Jun_sector 20,16703.83
2022 Jun_sector 21,13347.67
2022 Jun_sector 22,30671.54
2022 Jun_sector 23,9892.32
2022 Jun_sector 24,128090.84
2022 Jun_sector 25,27709.63
2022 Jun_sector 26,673.14
2022 Jun_sector 27,6902.23
2022 Jun_sector 28,122438.46
2022 Jun_sector 29,57726.23
2022 Jun_sector 30,8628.32
2022 Jun_sector 31,30976.91
2022 Jun_sector 32,95342.79
2022 Jun_sector 33,0.0
2022 Jun_sector 34,7451.8
2022 Jun_sector 35,11555.34
2022 Jun_sector 36,118362.96
2022 Jun_sector 37,9668.58
2022 Jun_sector 38,163881.08
2022 Jun_sector 39,0.0
2022 Jun_sector 40,0.0
2022 Jun_sector 41,0.0
2022 Jun_sector 42,47053.5
2022 Jun_sector 43,28549.11
2022 Jun_sector 44,20783.1
2022 Jun_sector 45,23610.08
2022 Jun_sector 46,8505.54
2022 Jun_sector 47,39105.94
2022 Jun_sector 48,43858.44
2022 Jun_sector 49,1021.05
2022 Jun_sector 50,34303.88
2022 Jun_sector 51,56122.23
2022 Jun_sector 52,0.0
2022 Jun_sector 53,0.0
2022 Jun_sector 54,57422.25
2022 Jun_sector 55,136840.85
2022 Jun_sector 56,7170.13
2022 Jun_sector 57,29844.53
2022 Jun_sector 58,0.0
2022 Jun_sector 59,36219.12
2022 Jun_sector 60,34323.09
2022 Jun_sector 61,88585.3
2022 Jun_sector 62,12834.33
2022 Jun_sector 63,3886.1
2022 Jun_sector 64,1080.1
2022 Jun_sector 65,28964.18
2022 Jun_sector 66,301345.42
2022 Jun_sector 67,5812.66
2022 Jun_sector 68,26796.43
2022 Jun_sector 69,6090.3
2022 Jun_sector 70,1217.49
2022 Jun_sector 71,25164.64
2022 Jun_sector 72,2765.06
2022 Jun_sector 73,912.67
2022 Jun_sector 74,0.0
2022 Jun_sector 75,19193.88
2022 Jun_sector 76,0.0
2022 Jun_sector 77,94606.61
2022 Jun_sector 78,407.06
2022 Jun_sector 79,142558.26
2022 Jun_sector 80,125959.84
2022 Jun_sector 81,21397.03
2022 Jun_sector 82,0.0
2022 Jun_sector 83,102276.99
2022 Jun_sector 84,11742.77
2022 Jun_sector 85,171858.21
2022 Jun_sector 86,67158.89
2022 Jun_sector 87,80.36
2022 Jun_sector 88,9938.43
2022 Jun_sector 89,0.0
2022 Jun_sector 90,0.0
2022 Jun_sector 91,44896.52
2022 Jun_sector 92,55675.84
2022 Jun_sector 93,10358.34
2022 Jun_sector 94,38745.61
2022 Jun_sector 95,0.0
2022 Jun_sector 96,0.0
2022 Jul_sector 1,2415.63
2022 Jul_sector 2,26070.66
2022 Jul_sector 3,11110.35
2022 Jul_sector 4,98118.85
2022 Jul_sector 5,0.0
2022 Jul_sector 6,30988.61
2022 Jul_sector 7,3817.88
2022 Jul_sector 8,9036.17
2022 Jul_sector 9,7533.73
2022 Jul_sector 10,92360.47
2022 Jul_sector 11,7059.9
2022 Jul_sector 12,383.82
2022 Jul_sector 13,18632.8
2022 Jul_sector 14,6101.69
2022 Jul_sector 15,4055.72
2022 Jul_sector 16,33332.59
2022 Jul_sector 17,12465.01
2022 Jul_sector 18,20271.5
2022 Jul_sector 19,0.0
2022 Jul_sector 20,14614.65
2022 Jul_sector 21,13407.91
2022 Jul_sector 22,31918.68
2022 Jul_sector 23,94601.02
2022 Jul_sector 24,58819.03
2022 Jul_sector 25,41624.16
2022 Jul_sector 26,1080.94
2022 Jul_sector 27,7248.74
2022 Jul_sector 28,80536.59
2022 Jul_sector 29,41788.27
2022 Jul_sector 30,17676.27
2022 Jul_sector 31,19436.63
2022 Jul_sector 32,48837.38
2022 Jul_sector 33,0.0
2022 Jul_sector 34,3770.76
2022 Jul_sector 35,23745.43
2022 Jul_sector 36,78928.56
2022 Jul_sector 37,14285.42
2022 Jul_sector 38,54847.17
2022 Jul_sector 39,362.87
2022 Jul_sector 40,0.0
2022 Jul_sector 41,0.0
2022 Jul_sector 42,19485.09
2022 Jul_sector 43,22202.06
2022 Jul_sector 44,11368.21
2022 Jul_sector 45,25213.05
2022 Jul_sector 46,11316.29
2022 Jul_sector 47,32340.22
2022 Jul_sector 48,22161.3
2022 Jul_sector 49,659.79
2022 Jul_sector 50,44417.4
2022 Jul_sector 51,36163.02
2022 Jul_sector 52,0.0
2022 Jul_sector 53,0.0
2022 Jul_sector 54,25302.51
2022 Jul_sector 55,115682.86
2022 Jul_sector 56,11582.38
2022 Jul_sector 57,37249.82
2022 Jul_sector 58,0.0
2022 Jul_sector 59,32585.43
2022 Jul_sector 60,34612.24
2022 Jul_sector 61,56236.03
2022 Jul_sector 62,18027.6
2022 Jul_sector 63,3574.15
2022 Jul_sector 64,538.9
2022 Jul_sector 65,30586.94
2022 Jul_sector 66,162669.56
2022 Jul_sector 67,7485.49
2022 Jul_sector 68,23531.43
2022 Jul_sector 69,3222.42
2022 Jul_sector 70,336.06
2022 Jul_sector 71,19579.95
2022 Jul_sector 72,1465.25
2022 Jul_sector 73,0.0
2022 Jul_sector 74,0.0
2022 Jul_sector 75,9740.55
2022 Jul_sector 76,0.0
2022 Jul_sector 77,43147.08
2022 Jul_sector 78,555.63
2022 Jul_sector 79,81028.17
2022 Jul_sector 80,96538.36
2022 Jul_sector 81,144031.1
2022 Jul_sector 82,1591.1
2022 Jul_sector 83,79490.08
2022 Jul_sector 84,4002.62
2022 Jul_sector 85,93223.68
2022 Jul_sector 86,32030.7
2022 Jul_sector 87,80.79
2022 Jul_sector 88,2149.97
2022 Jul_sector 89,0.0
2022 Jul_sector 90,0.0
2022 Jul_sector 91,25009.65
2022 Jul_sector 92,79453.22
2022 Jul_sector 93,19618.15
2022 Jul_sector 94,54163.03
2022 Jul_sector 95,0.0
2022 Jul_sector 96,566.53
