month,sector,num_land_transactions_nearby_sectors,construction_area_nearby_sectors,planned_building_area_nearby_sectors,transaction_amount_nearby_sectors,yr,m,sector_num
2020-Jul,sector 91,0.0,0.0,0.0,0.0,2020,7,91
2020-Jul,sector 92,0.333333333,9820.586667,46530.66667,47625.16667,2020,7,92
2020-Jul,sector 93,0.333333333,10795.66667,36418.0,36673.33333,2020,7,93
2020-Jul,sector 94,0.4,11929.4,35788.4,36000.0,2020,7,94
2020_Jul,sector 95,0.0,0.0,0.0,0.0,2020,7,95
2020-Jul,sector 96,0.0,0.0,0.0,0.0,2020,7,96
2020-Aug,sector 1,0.0,0.0,0.0,0.0,2020,8,1
2020-Aug,sector 2,0.0,0.0,0.0,0.0,2020,8,2
2020_Aug,sector 3,0.0,0.0,0.0,0.0,2020,8,3
2020-Aug,sector 4,0.166666667,3340.5,12496.66667,21531.66667,2020,8,4
2020_Aug,sector 5,0.0,0.0,0.0,0.0,2020,8,5
2020-Aug,sector 6,0.0,0.0,0.0,0.0,2020,8,6
2020-Aug,sector 7,0.0,0.0,0.0,0.0,2020,8,7
2020-Aug,sector 8,0.0,0.0,0.0,0.0,2020,8,8
2020-Aug,sector 9,0.0,0.0,0.0,0.0,2020,8,9
2020-Aug,sector 10,0.0,0.0,0.0,0.0,2020,8,10
2020-Aug,sector 11,0.0,0.0,0.0,0.0,2020,8,11
2020-Aug,sector 12,0.2,5953.6,32744.8,16930.0,2020,8,12
2020-Aug,sector 13,0.2,8886.2,28435.8,65772.0,2020,8,13
2020-Aug,sector 14,0.0,0.0,0.0,0.0,2020,8,14
2020-Aug,sector 15,0.0,0.0,0.0,0.0,2020,8,15
2020-Aug,sector 16,0.1,3151.6,12606.0,12606.0,2020,8,16
2020-Aug,sector 17,0.142857143,4502.285714,18008.57143,18008.57143,2020,8,17
2020-Aug,sector 18,0.090909091,4039.181818,12925.36364,29896.36364,2020,8,18
2020_Aug,sector 19,0.0,0.0,0.0,0.0,2020,8,19
2020-Aug,sector 20,0.0,0.0,0.0,0.0,2020,8,20
2020-Aug,sector 21,0.0,0.0,0.0,0.0,2020,8,21
2020_Aug,sector 22,0.0,0.0,0.0,0.0,2020,8,22
2020-Aug,sector 23,0.111111111,4936.777778,15797.66667,36540.0,2020,8,23
2020-Aug,sector 24,0.0,0.0,0.0,0.0,2020,8,24
2020-Aug,sector 25,0.0,0.0,0.0,0.0,2020,8,25
2020_Aug,sector 26,0.0,0.0,0.0,0.0,2020,8,26
2020-Aug,sector 27,0.166666667,5252.666667,21010.0,21010.0,2020,8,27
2020-Aug,sector 28,0.2,6303.2,25212.0,25212.0,2020,8,28
2020-Aug,sector 29,0.166666667,7405.166667,23696.5,54810.0,2020,8,29
2020-Aug,sector 30,0.142857143,4502.285714,18008.57143,18008.57143,2020,8,30
2020-Aug,sector 31,0.0,0.0,0.0,0.0,2020,8,31
2020_Aug,sector 32,0.0,0.0,0.0,0.0,2020,8,32
2020_Aug,sector 33,0.0,0.0,0.0,0.0,2020,8,33
2020-Aug,sector 34,0.166666667,5252.666667,21010.0,21010.0,2020,8,34
2020-Aug,sector 35,0.5,20303.25,76856.25,132422.5,2020,8,35
2020-Aug,sector 36,0.0,0.0,0.0,0.0,2020,8,36
2020-Aug,sector 37,0.0,0.0,0.0,0.0,2020,8,37
2020-Aug,sector 38,0.0,0.0,0.0,0.0,2020,8,38
2020-Aug,sector 39,0.166666667,4961.333333,27287.33333,14108.33333,2020,8,39
2020_Aug,sector 40,0.0,0.0,0.0,0.0,2020,8,40
2020_Aug,sector 41,0.0,0.0,0.0,0.0,2020,8,41
2020-Aug,sector 42,0.142857143,4252.571429,23389.14286,12092.85714,2020,8,42
2020_Aug,sector 43,0.0,0.0,0.0,0.0,2020,8,43
2020-Aug,sector 44,0.0,0.0,0.0,0.0,2020,8,44
2020-Aug,sector 45,0.4,16242.6,61485.0,105938.0,2020,8,45
2020-Aug,sector 46,0.166666667,4961.333333,27287.33333,14108.33333,2020,8,46
2020-Aug,sector 47,0.25,15292.5,58111.25,100125.0,2020,8,47
2020-Aug,sector 48,0.0,0.0,0.0,0.0,2020,8,48
2020-Aug,sector 49,0.0,0.0,0.0,0.0,2020,8,49
2020-Aug,sector 50,0.2,5953.6,32744.8,16930.0,2020,8,50
2020_Aug,sector 51,0.0,0.0,0.0,0.0,2020,8,51
2020_Aug,sector 52,0.0,0.0,0.0,0.0,2020,8,52
2020-Aug,sector 53,0.0,0.0,0.0,0.0,2020,8,53
2020-Aug,sector 54,0.166666667,7405.166667,23696.5,54810.0,2020,8,54
2020-Aug,sector 55,0.111111111,3307.555556,18191.55556,9405.555556,2020,8,55
2020-Aug,sector 56,0.0,0.0,0.0,0.0,2020,8,56
2020-Aug,sector 57,0.333333333,20390.0,77481.66667,133500.0,2020,8,57
2020-Aug,sector 58,0.2,5953.6,32744.8,16930.0,2020,8,58
2020-Aug,sector 59,0.166666667,5252.666667,21010.0,21010.0,2020,8,59
2020-Aug,sector 60,0.2,8886.2,28435.8,65772.0,2020,8,60
2020-Aug,sector 61,0.0,0.0,0.0,0.0,2020,8,61
2020-Aug,sector 62,0.333333333,10505.33333,42020.0,42020.0,2020,8,62
2020-Aug,sector 63,0.0,0.0,0.0,0.0,2020,8,63
2020-Aug,sector 64,0.0,0.0,0.0,0.0,2020,8,64
2020-Aug,sector 65,0.0,0.0,0.0,0.0,2020,8,65
2020-Aug,sector 66,0.0,0.0,0.0,0.0,2020,8,66
2020-Aug,sector 67,0.142857143,8738.571429,33206.42857,57214.28571,2020,8,67
2020-Aug,sector 68,0.2,5953.6,32744.8,16930.0,2020,8,68
2020-Aug,sector 69,0.0,0.0,0.0,0.0,2020,8,69
2020-Aug,sector 70,0.0,0.0,0.0,0.0,2020,8,70
2020-Aug,sector 71,0.0,0.0,0.0,0.0,2020,8,71
2020_Aug,sector 72,0.0,0.0,0.0,0.0,2020,8,72
2020-Aug,sector 73,0.0,0.0,0.0,0.0,2020,8,73
2020_Aug,sector 74,0.0,0.0,0.0,0.0,2020,8,74
2020_Aug,sector 75,0.0,0.0,0.0,0.0,2020,8,75
2020-Aug,sector 76,0.0,0.0,0.0,0.0,2020,8,76
2020-Aug,sector 77,0.0,0.0,0.0,0.0,2020,8,77
2020_Aug,sector 78,0.0,0.0,0.0,0.0,2020,8,78
2020-Aug,sector 79,0.0,0.0,0.0,0.0,2020,8,79
2020-Aug,sector 80,0.0,0.0,0.0,0.0,2020,8,80
2020-Aug,sector 81,0.0,0.0,0.0,0.0,2020,8,81
2020-Aug,sector 82,0.0,0.0,0.0,0.0,2020,8,82
2020-Aug,sector 83,0.0,0.0,0.0,0.0,2020,8,83
2020-Aug,sector 84,0.0,0.0,0.0,0.0,2020,8,84
2020-Aug,sector 85,0.0,0.0,0.0,0.0,2020,8,85
2020_Aug,sector 86,0.0,0.0,0.0,0.0,2020,8,86
2020_Aug,sector 87,0.0,0.0,0.0,0.0,2020,8,87
2020_Aug,sector 88,0.0,0.0,0.0,0.0,2020,8,88
2020_Aug,sector 89,0.0,0.0,0.0,0.0,2020,8,89
2020-Aug,sector 90,0.166666667,5252.666667,21010.0,21010.0,2020,8,90
2020-Aug,sector 91,0.2,6303.2,25212.0,25212.0,2020,8,91
2020-Aug,sector 92,0.0,0.0,0.0,0.0,2020,8,92
2020-Aug,sector 93,0.333333333,20390.0,77481.66667,133500.0,2020,8,93
2020-Aug,sector 94,0.2,5953.6,32744.8,16930.0,2020,8,94
2020_Aug,sector 95,0.0,0.0,0.0,0.0,2020,8,95
2020-Aug,sector 96,0.0,0.0,0.0,0.0,2020,8,96
2020-Sep,sector 1,0.0,0.0,0.0,0.0,2020,9,1
2020-Sep,sector 2,0.25,9520.97,24754.5,26500.0,2020,9,2
2020_Sep,sector 3,0.0,0.0,0.0,0.0,2020,9,3
2020-Sep,sector 4,0.0,0.0,0.0,0.0,2020,9,4
2020_Sep,sector 5,0.0,0.0,0.0,0.0,2020,9,5
2020-Sep,sector 6,0.111111111,5932.461111,18983.87556,17455.55556,2020,9,6
2020-Sep,sector 7,0.0,0.0,0.0,0.0,2020,9,7
2020-Sep,sector 8,0.25,15983.5,51147.0,56173.0,2020,9,8
2020-Sep,sector 9,0.0,0.0,0.0,0.0,2020,9,9
2020-Sep,sector 10,0.25,13348.0375,42713.72,39275.0,2020,9,10
2020-Sep,sector 11,0.0,0.0,0.0,0.0,2020,9,11
2020-Sep,sector 12,0.2,10678.43,34170.976,31420.0,2020,9,12
2020-Sep,sector 13,0.2,18561.0,63151.4,74291.2,2020,9,13
2020-Sep,sector 14,0.111111111,146.7777778,2111.222222,5495.555556,2020,9,14
2020-Sep,sector 15,0.222222222,8351.666667,26805.88889,37284.44444,2020,9,15
2020-Sep,sector 16,0.0,0.0,0.0,0.0,2020,9,16
2020-Sep,sector 17,0.142857143,14481.57143,43559.28571,96832.85714,2020,9,17
2020-Sep,sector 18,0.090909091,8436.818182,28705.18182,33768.72727,2020,9,18
2020_Sep,sector 19,0.0,0.0,0.0,0.0,2020,9,19
2020-Sep,sector 20,0.571428571,25593.30714,87329.55429,112260.7143,2020,9,20
2020-Sep,sector 21,0.111111111,146.7777778,2111.222222,5495.555556,2020,9,21
2020_Sep,sector 22,0.0,0.0,0.0,0.0,2020,9,22
2020-Sep,sector 23,0.222222222,10458.44444,37195.33333,46768.44444,2020,9,23
2020-Sep,sector 24,0.333333333,13973.44444,48939.11111,69858.33333,2020,9,24
2020-Sep,sector 25,0.0,0.0,0.0,0.0,2020,9,25
2020_Sep,sector 26,0.0,0.0,0.0,0.0,2020,9,26
2020-Sep,sector 27,0.0,0.0,0.0,0.0,2020,9,27
2020-Sep,sector 28,0.0,0.0,0.0,0.0,2020,9,28
2020-Sep,sector 29,0.166666667,15467.5,52626.16667,61909.33333,2020,9,29
2020-Sep,sector 30,0.0,0.0,0.0,0.0,2020,9,30
2020-Sep,sector 31,0.5,22869.0075,67468.22,65775.0,2020,9,31
2020_Sep,sector 32,0.0,0.0,0.0,0.0,2020,9,32
2020_Sep,sector 33,0.0,0.0,0.0,0.0,2020,9,33
2020-Sep,sector 34,0.0,0.0,0.0,0.0,2020,9,34
2020-Sep,sector 35,0.0,0.0,0.0,0.0,2020,9,35
2020-Sep,sector 36,0.0,0.0,0.0,0.0,2020,9,36
2020-Sep,sector 37,0.125,165.125,2375.125,6182.5,2020,9,37
2020-Sep,sector 38,0.0,0.0,0.0,0.0,2020,9,38
2020-Sep,sector 39,0.166666667,6347.313333,16503.0,17666.66667,2020,9,39
2020_Sep,sector 40,0.0,0.0,0.0,0.0,2020,9,40
2020_Sep,sector 41,0.0,0.0,0.0,0.0,2020,9,41
2020-Sep,sector 42,0.285714286,18176.59286,56158.12571,63314.28571,2020,9,42
2020_Sep,sector 43,0.0,0.0,0.0,0.0,2020,9,43
2020-Sep,sector 44,0.1,132.1,1900.1,4946.0,2020,9,44
2020-Sep,sector 45,0.0,0.0,0.0,0.0,2020,9,45
2020-Sep,sector 46,0.166666667,12307.33333,37042.0,47683.33333,2020,9,46
2020-Sep,sector 47,0.0,0.0,0.0,0.0,2020,9,47
2020-Sep,sector 48,0.5,20960.16667,73408.66667,104787.5,2020,9,48
2020-Sep,sector 49,0.25,9520.97,24754.5,26500.0,2020,9,49
2020-Sep,sector 50,0.4,18295.206,53974.576,52620.0,2020,9,50
2020_Sep,sector 51,0.0,0.0,0.0,0.0,2020,9,51
2020_Sep,sector 52,0.0,0.0,0.0,0.0,2020,9,52
2020-Sep,sector 53,0.333333333,8652.833333,36366.66667,57104.16667,2020,9,53
2020-Sep,sector 54,0.333333333,27774.83333,89668.16667,109592.6667,2020,9,54
2020-Sep,sector 55,0.111111111,4231.542222,11002.0,11777.77778,2020,9,55
2020-Sep,sector 56,0.0,0.0,0.0,0.0,2020,9,56
2020-Sep,sector 57,0.0,0.0,0.0,0.0,2020,9,57
2020-Sep,sector 58,0.0,0.0,0.0,0.0,2020,9,58
2020-Sep,sector 59,0.0,0.0,0.0,0.0,2020,9,59
2020-Sep,sector 60,0.6,46116.6,148519.4,176449.6,2020,9,60
2020-Sep,sector 61,0.166666667,12307.33333,37042.0,47683.33333,2020,9,61
2020-Sep,sector 62,0.0,0.0,0.0,0.0,2020,9,62
2020-Sep,sector 63,0.111111111,146.7777778,2111.222222,5495.555556,2020,9,63
2020-Sep,sector 64,0.083333333,110.0833333,1583.416667,4121.666667,2020,9,64
2020-Sep,sector 65,0.0,0.0,0.0,0.0,2020,9,65
2020-Sep,sector 66,0.125,12671.375,38114.375,84728.75,2020,9,66
2020-Sep,sector 67,0.0,0.0,0.0,0.0,2020,9,67
2020-Sep,sector 68,0.0,0.0,0.0,0.0,2020,9,68
2020-Sep,sector 69,0.285714286,19682.57143,60977.14286,72970.28571,2020,9,69
2020-Sep,sector 70,0.333333333,21311.33333,68196.0,74897.33333,2020,9,70
2020-Sep,sector 71,0.0,0.0,0.0,0.0,2020,9,71
2020_Sep,sector 72,0.0,0.0,0.0,0.0,2020,9,72
2020-Sep,sector 73,0.1,132.1,1900.1,4946.0,2020,9,73
2020_Sep,sector 74,0.0,0.0,0.0,0.0,2020,9,74
2020_Sep,sector 75,0.0,0.0,0.0,0.0,2020,9,75
2020-Sep,sector 76,0.0,0.0,0.0,0.0,2020,9,76
2020-Sep,sector 77,0.0,0.0,0.0,0.0,2020,9,77
2020_Sep,sector 78,0.0,0.0,0.0,0.0,2020,9,78
2020-Sep,sector 79,0.0,0.0,0.0,0.0,2020,9,79
2020-Sep,sector 80,0.428571429,15044.16429,55579.26857,71389.28571,2020,9,80
2020-Sep,sector 81,0.090909091,120.0909091,1727.363636,4496.363636,2020,9,81
2020-Sep,sector 82,0.111111111,146.7777778,2111.222222,5495.555556,2020,9,82
2020-Sep,sector 83,0.1,10137.1,30491.5,67783.0,2020,9,83
2020-Sep,sector 84,0.0,0.0,0.0,0.0,2020,9,84
2020-Sep,sector 85,0.0,0.0,0.0,0.0,2020,9,85
2020_Sep,sector 86,0.0,0.0,0.0,0.0,2020,9,86
2020_Sep,sector 87,0.0,0.0,0.0,0.0,2020,9,87
2020_Sep,sector 88,0.0,0.0,0.0,0.0,2020,9,88
2020_Sep,sector 89,0.0,0.0,0.0,0.0,2020,9,89
2020-Sep,sector 90,0.0,0.0,0.0,0.0,2020,9,90
2020-Sep,sector 91,0.0,0.0,0.0,0.0,2020,9,91
2020-Sep,sector 92,0.166666667,8898.691667,28475.81333,26183.33333,2020,9,92
2020-Sep,sector 93,0.0,0.0,0.0,0.0,2020,9,93
2020-Sep,sector 94,0.2,14768.8,44450.4,57220.0,2020,9,94
2020_Sep,sector 95,0.0,0.0,0.0,0.0,2020,9,95
2020-Sep,sector 96,0.142857143,188.7142857,2714.428571,7065.714286,2020,9,96
2020-Oct,sector 1,0.125,1930.75,11391.375,58622.25,2020,10,1
2020-Oct,sector 2,0.25,31052.4925,80736.48,83750.0,2020,10,2
2020_Oct,sector 3,0.0,0.0,0.0,0.0,2020,10,3
2020-Oct,sector 4,0.333333333,12512.83333,30628.5,48491.66667,2020,10,4
2020_Oct,sector 5,0.0,0.0,0.0,0.0,2020,10,5
2020-Oct,sector 6,0.111111111,11503.33333,32209.33333,20871.66667,2020,10,6
2020-Oct,sector 7,0.0,0.0,0.0,0.0,2020,10,7
2020-Oct,sector 8,0.5,26744.75,71213.5,68772.25,2020,10,8
2020-Oct,sector 9,0.0,0.0,0.0,0.0,2020,10,9
2020-Oct,sector 10,0.0,0.0,0.0,0.0,2020,10,10
2020-Oct,sector 11,0.5,51765.0,144942.0,93922.5,2020,10,11
2020-Oct,sector 12,0.2,7792.984,24937.54,24160.0,2020,10,12
2020-Oct,sector 13,0.0,0.0,0.0,0.0,2020,10,13
2020-Oct,sector 14,0.222222222,3756.0,22886.44444,101376.3333,2020,10,14
2020-Oct,sector 15,0.0,0.0,0.0,0.0,2020,10,15
2020-Oct,sector 16,0.1,1544.6,9113.1,46897.8,2020,10,16
2020-Oct,sector 17,0.285714286,4829.142857,29425.42857,130341.0,2020,10,17
2020-Oct,sector 18,0.0,0.0,0.0,0.0,2020,10,18
2020_Oct,sector 19,0.0,0.0,0.0,0.0,2020,10,19
2020-Oct,sector 20,0.0,0.0,0.0,0.0,2020,10,20
2020-Oct,sector 21,0.222222222,3756.0,22886.44444,101376.3333,2020,10,21
2020_Oct,sector 22,0.0,0.0,0.0,0.0,2020,10,22
2020-Oct,sector 23,0.0,0.0,0.0,0.0,2020,10,23
2020-Oct,sector 24,0.0,0.0,0.0,0.0,2020,10,24
2020-Oct,sector 25,0.0,0.0,0.0,0.0,2020,10,25
2020_Oct,sector 26,0.0,0.0,0.0,0.0,2020,10,26
2020-Oct,sector 27,0.0,0.0,0.0,0.0,2020,10,27
2020-Oct,sector 28,0.0,0.0,0.0,0.0,2020,10,28
2020-Oct,sector 29,0.0,0.0,0.0,0.0,2020,10,29
2020-Oct,sector 30,0.142857143,2622.571429,16406.71429,63344.14286,2020,10,30
2020-Oct,sector 31,0.25,31052.4925,80736.48,83750.0,2020,10,31
2020_Oct,sector 32,0.0,0.0,0.0,0.0,2020,10,32
2020_Oct,sector 33,0.0,0.0,0.0,0.0,2020,10,33
2020-Oct,sector 34,0.166666667,3059.666667,19141.16667,73901.5,2020,10,34
2020-Oct,sector 35,0.5,18769.25,45942.75,72737.5,2020,10,35
2020-Oct,sector 36,0.125,2294.75,14355.875,55426.125,2020,10,36
2020-Oct,sector 37,0.125,1930.75,11391.375,58622.25,2020,10,37
2020-Oct,sector 38,0.125,2294.75,14355.875,55426.125,2020,10,38
2020-Oct,sector 39,0.333333333,27195.815,74605.60333,75966.66667,2020,10,39
2020_Oct,sector 40,0.0,0.0,0.0,0.0,2020,10,40
2020_Oct,sector 41,0.0,0.0,0.0,0.0,2020,10,41
2020-Oct,sector 42,0.142857143,5566.417143,17812.52857,17257.14286,2020,10,42
2020_Oct,sector 43,0.0,0.0,0.0,0.0,2020,10,43
2020-Oct,sector 44,0.0,0.0,0.0,0.0,2020,10,44
2020-Oct,sector 45,0.2,8579.4,20948.6,36094.0,2020,10,45
2020-Oct,sector 46,0.333333333,23749.15333,69095.28333,51440.83333,2020,10,46
2020-Oct,sector 47,0.25,8045.0,19757.0,27620.0,2020,10,47
2020-Oct,sector 48,0.0,0.0,0.0,0.0,2020,10,48
2020-Oct,sector 49,0.25,31052.4925,80736.48,83750.0,2020,10,49
2020-Oct,sector 50,0.4,32634.978,89526.724,91160.0,2020,10,50
2020_Oct,sector 51,0.0,0.0,0.0,0.0,2020,10,51
2020_Oct,sector 52,0.0,0.0,0.0,0.0,2020,10,52
2020-Oct,sector 53,0.166666667,2574.333333,15188.5,78163.0,2020,10,53
2020-Oct,sector 54,0.0,0.0,0.0,0.0,2020,10,54
2020-Oct,sector 55,0.222222222,18130.54333,49737.06889,50644.44444,2020,10,55
2020-Oct,sector 56,0.25,25882.5,72471.0,46961.25,2020,10,56
2020-Oct,sector 57,0.333333333,10726.66667,26342.66667,36826.66667,2020,10,57
2020-Oct,sector 58,0.4,28498.984,82914.34,61729.0,2020,10,58
2020-Oct,sector 59,0.0,0.0,0.0,0.0,2020,10,59
2020-Oct,sector 60,0.4,21395.8,56970.8,55017.8,2020,10,60
2020-Oct,sector 61,0.0,0.0,0.0,0.0,2020,10,61
2020-Oct,sector 62,0.0,0.0,0.0,0.0,2020,10,62
2020-Oct,sector 63,0.0,0.0,0.0,0.0,2020,10,63
2020-Oct,sector 64,0.083333333,1529.833333,9570.583333,36950.75,2020,10,64
2020-Oct,sector 65,0.0,0.0,0.0,0.0,2020,10,65
2020-Oct,sector 66,0.125,1930.75,11391.375,58622.25,2020,10,66
2020-Oct,sector 67,0.0,0.0,0.0,0.0,2020,10,67
2020-Oct,sector 68,0.2,7792.984,24937.54,24160.0,2020,10,68
2020-Oct,sector 69,0.285714286,15282.71429,40693.42857,39298.42857,2020,10,69
2020-Oct,sector 70,0.666666667,35659.66667,94951.33333,91696.33333,2020,10,70
2020-Oct,sector 71,0.0,0.0,0.0,0.0,2020,10,71
2020_Oct,sector 72,0.0,0.0,0.0,0.0,2020,10,72
2020-Oct,sector 73,0.0,0.0,0.0,0.0,2020,10,73
2020_Oct,sector 74,0.0,0.0,0.0,0.0,2020,10,74
2020_Oct,sector 75,0.0,0.0,0.0,0.0,2020,10,75
2020-Oct,sector 76,0.166666667,2574.333333,15188.5,78163.0,2020,10,76
2020-Oct,sector 77,0.0,0.0,0.0,0.0,2020,10,77
2020_Oct,sector 78,0.0,0.0,0.0,0.0,2020,10,78
2020-Oct,sector 79,0.0,0.0,0.0,0.0,2020,10,79
2020-Oct,sector 80,0.0,0.0,0.0,0.0,2020,10,80
2020-Oct,sector 81,0.090909091,1668.909091,10440.63636,40309.90909,2020,10,81
2020-Oct,sector 82,0.0,0.0,0.0,0.0,2020,10,82
2020-Oct,sector 83,0.1,1835.8,11484.7,44340.9,2020,10,83
2020-Oct,sector 84,0.083333333,1287.166667,7594.25,39081.5,2020,10,84
2020-Oct,sector 85,0.0,0.0,0.0,0.0,2020,10,85
2020_Oct,sector 86,0.0,0.0,0.0,0.0,2020,10,86
2020_Oct,sector 87,0.0,0.0,0.0,0.0,2020,10,87
2020_Oct,sector 88,0.0,0.0,0.0,0.0,2020,10,88
2020_Oct,sector 89,0.0,0.0,0.0,0.0,2020,10,89
2020-Oct,sector 90,0.0,0.0,0.0,0.0,2020,10,90
2020-Oct,sector 91,0.0,0.0,0.0,0.0,2020,10,91
2020-Oct,sector 92,0.0,0.0,0.0,0.0,2020,10,92
2020-Oct,sector 93,0.333333333,10726.66667,26342.66667,36826.66667,2020,10,93
2020-Oct,sector 94,0.2,7792.984,24937.54,24160.0,2020,10,94
2020_Oct,sector 95,0.0,0.0,0.0,0.0,2020,10,95
2020-Oct,sector 96,0.142857143,2206.571429,13018.71429,66996.85714,2020,10,96
2020-Nov,sector 1,0.0,0.0,0.0,0.0,2020,11,1
2020-Nov,sector 2,0.5,57524.66,172573.8325,113500.0,2020,11,2
2020_Nov,sector 3,0.0,0.0,0.0,0.0,2020,11,3
2020-Nov,sector 4,0.166666667,5103.833333,16842.66667,33636.66667,2020,11,4
2020_Nov,sector 5,0.0,0.0,0.0,0.0,2020,11,5
2020-Nov,sector 6,0.111111111,2739.948889,10411.80556,12488.88889,2020,11,6
2020-Nov,sector 7,0.0,0.0,0.0,0.0,2020,11,7
2020-Nov,sector 8,0.25,14010.5,42031.75,46823.5,2020,11,8
2020-Nov,sector 9,0.0,0.0,0.0,0.0,2020,11,9
2020-Nov,sector 10,0.0,0.0,0.0,0.0,2020,11,10
2020-Nov,sector 11,0.0,0.0,0.0,0.0,2020,11,11
2020-Nov,sector 12,0.0,0.0,0.0,0.0,2020,11,12
2020-Nov,sector 13,0.2,8848.8,24505.6,42556.8,2020,11,13
2020-Nov,sector 14,0.0,0.0,0.0,0.0,2020,11,14
2020-Nov,sector 15,0.0,0.0,0.0,0.0,2020,11,15
2020-Nov,sector 16,0.0,0.0,0.0,0.0,2020,11,16
2020-Nov,sector 17,0.0,0.0,0.0,0.0,2020,11,17
2020-Nov,sector 18,0.090909091,4022.181818,11138.90909,19344.0,2020,11,18
2020_Nov,sector 19,0.0,0.0,0.0,0.0,2020,11,19
2020-Nov,sector 20,0.0,0.0,0.0,0.0,2020,11,20
2020-Nov,sector 21,0.0,0.0,0.0,0.0,2020,11,21
2020_Nov,sector 22,0.0,0.0,0.0,0.0,2020,11,22
2020-Nov,sector 23,0.111111111,4916.0,13614.22222,23642.66667,2020,11,23
2020-Nov,sector 24,0.0,0.0,0.0,0.0,2020,11,24
2020-Nov,sector 25,0.0,0.0,0.0,0.0,2020,11,25
2020_Nov,sector 26,0.0,0.0,0.0,0.0,2020,11,26
2020-Nov,sector 27,0.0,0.0,0.0,0.0,2020,11,27
2020-Nov,sector 28,0.0,0.0,0.0,0.0,2020,11,28
2020-Nov,sector 29,0.166666667,7374.0,20421.33333,35464.0,2020,11,29
2020-Nov,sector 30,0.0,0.0,0.0,0.0,2020,11,30
2020-Nov,sector 31,0.25,6164.885,23426.5625,28100.0,2020,11,31
2020_Nov,sector 32,0.0,0.0,0.0,0.0,2020,11,32
2020_Nov,sector 33,0.0,0.0,0.0,0.0,2020,11,33
2020-Nov,sector 34,0.0,0.0,0.0,0.0,2020,11,34
2020-Nov,sector 35,0.5,13335.75,46847.75,89917.5,2020,11,35
2020-Nov,sector 36,0.0,0.0,0.0,0.0,2020,11,36
2020-Nov,sector 37,0.0,0.0,0.0,0.0,2020,11,37
2020-Nov,sector 38,0.0,0.0,0.0,0.0,2020,11,38
2020-Nov,sector 39,0.166666667,4109.923333,15617.70833,18733.33333,2020,11,39
2020_Nov,sector 40,0.0,0.0,0.0,0.0,2020,11,40
2020_Nov,sector 41,0.0,0.0,0.0,0.0,2020,11,41
2020-Nov,sector 42,0.0,0.0,0.0,0.0,2020,11,42
2020_Nov,sector 43,0.0,0.0,0.0,0.0,2020,11,43
2020-Nov,sector 44,0.0,0.0,0.0,0.0,2020,11,44
2020-Nov,sector 45,0.4,10668.6,37478.2,71934.0,2020,11,45
2020-Nov,sector 46,0.0,0.0,0.0,0.0,2020,11,46
2020-Nov,sector 47,0.25,5680.0,21583.75,39462.5,2020,11,47
2020-Nov,sector 48,0.0,0.0,0.0,0.0,2020,11,48
2020-Nov,sector 49,0.0,0.0,0.0,0.0,2020,11,49
2020-Nov,sector 50,0.4,46019.728,138059.066,90800.0,2020,11,50
2020_Nov,sector 51,0.0,0.0,0.0,0.0,2020,11,51
2020_Nov,sector 52,0.0,0.0,0.0,0.0,2020,11,52
2020-Nov,sector 53,0.0,0.0,0.0,0.0,2020,11,53
2020-Nov,sector 54,0.166666667,7374.0,20421.33333,35464.0,2020,11,54
2020-Nov,sector 55,0.333333333,28306.46444,87111.28667,62933.33333,2020,11,55
2020-Nov,sector 56,0.0,0.0,0.0,0.0,2020,11,56
2020-Nov,sector 57,0.333333333,7573.333333,28778.33333,52616.66667,2020,11,57
2020-Nov,sector 58,0.0,0.0,0.0,0.0,2020,11,58
2020-Nov,sector 59,0.0,0.0,0.0,0.0,2020,11,59
2020-Nov,sector 60,0.4,20057.2,58131.0,80015.6,2020,11,60
2020-Nov,sector 61,0.0,0.0,0.0,0.0,2020,11,61
2020-Nov,sector 62,0.0,0.0,0.0,0.0,2020,11,62
2020-Nov,sector 63,0.0,0.0,0.0,0.0,2020,11,63
2020-Nov,sector 64,0.0,0.0,0.0,0.0,2020,11,64
2020-Nov,sector 65,0.0,0.0,0.0,0.0,2020,11,65
2020-Nov,sector 66,0.0,0.0,0.0,0.0,2020,11,66
2020-Nov,sector 67,0.142857143,3245.714286,12333.57143,22550.0,2020,11,67
2020-Nov,sector 68,0.0,0.0,0.0,0.0,2020,11,68
2020-Nov,sector 69,0.142857143,8006.0,24018.14286,26756.28571,2020,11,69
2020-Nov,sector 70,0.333333333,18680.66667,56042.33333,62431.33333,2020,11,70
2020-Nov,sector 71,0.0,0.0,0.0,0.0,2020,11,71
2020_Nov,sector 72,0.0,0.0,0.0,0.0,2020,11,72
2020-Nov,sector 73,0.0,0.0,0.0,0.0,2020,11,73
2020_Nov,sector 74,0.0,0.0,0.0,0.0,2020,11,74
2020_Nov,sector 75,0.0,0.0,0.0,0.0,2020,11,75
2020-Nov,sector 76,0.0,0.0,0.0,0.0,2020,11,76
2020-Nov,sector 77,0.0,0.0,0.0,0.0,2020,11,77
2020_Nov,sector 78,0.0,0.0,0.0,0.0,2020,11,78
2020-Nov,sector 79,0.0,0.0,0.0,0.0,2020,11,79
2020-Nov,sector 80,0.0,0.0,0.0,0.0,2020,11,80
2020-Nov,sector 81,0.0,0.0,0.0,0.0,2020,11,81
